catalog_id,text
2233,Emirates cancels 70-plane A350 order worth $16bn
2234,Four Ebola cases confirmed in Guinea's capital: medical sources
2235,Star Wars 7 video: First footage from Episode VII set revealed by JJ Abrams
2236,"French group files privacy suit against Facebook, Twitter"
2237,The CEO Of Oculus: We're Going To Be Worth Way More Than $2 Billion
2238,Samsung Says $2 Billion for Apple Patents Is Too Much
2239,"Oracle Wins Appeal In Google Android Suit, Court Rules It Can Copyright Java"
2240,Mandy Moore steps out with fresh look... just hours after hitting Johnny Depp and
2241,"Have your say: Apple CEO Tim Cook labels worrying iPad sales slump ""a speed"
2242,Venture capital funding soars to levels last seen in dot-com bubble
2243,"Ahead in polls, medical marijuana holds high ground in ad war"
2244,The IPO Window Shut?
2245,Apple iPhone 6 screen snag leaves supply chain scrambling
2246,Gov. Jerry Brown signs repeal of restaurant 'glove law'
2247,Game of Thrones Recap: People Who Need People
2248,LG G3 Press Render Surfaces With Verizon Branding
2249,Ohio mumps outbreak grows
2250,New photo of 'Fifty Shades' male star released
2251,Major U.S. Airlines Tote Up Effects of Winter Storms
2252,Consumer profiling: Data brokers know more about you than your mom or Google
2253,Some families filing claim against Boeing and MAS over MH370
2254,Here's Your Complete Preview Of This Week's Big Economic Events
2255,Why Elon Musk's enticement stunt might just work out
2256,Four Things You Need To Know About Disney's Drones
2257,Gas prices remain near national average of $3.64 per gallon
2258,Inequality Myths
2259,'Game of Thrones' recap: After the Red Wedding
2260,Nobel Laureate Gordimer Dies
2261,Facebook Buys Oculus Rift VR Company for $2Bn
2262,"Two shows, 'Community' and 'Reading Rainbow,' could see resurrections thanks"
2263,Sir Mick Jagger - L'wren Scott Honoured By Charity
2264,Alzheimer's Society and Public Health England launch Dementia Friends TV
2265,"Report: Kansas, Missouri hospitals rank high among top US facilities"
2266,"Friends Are As Genetically Similar As Fourth Cousins, Study Says"
2267,Studio apologises for Turtles gaffe
2268,James Gunn discusses Edgar Wright's Ant-Man departure
2269,Emma Stone joins the star cast of Woody Allen's next film
2270,Electronic cigarette industry awaits looming FDA regulation
2271,"Breaking news: Pistorius not mentally ill during killing, panel reports"
2272,Hyundai recalling 1 million Sonatas
2273,Jonah Hill Issues Emotional Apology for Anti-Gay Slur
2274,Stepping forward: The real Colbert
2275,'The Bachelorette' 2014 Spoilers: What Will Happen In Episode 8? News Of Eric
2276,This Sensual R&B Version of the DuckTales Theme Song Will Be Your Favorite
2277,"Ebola outbreak in Guinea an 'unprecedented epidemic', MSF says (Update)"
2278,Caroline Ruscak of Massachusetts gives Newborn baby weighs in at 14lb 5oz
2279,Bad WWE TV Deal Costs Vince McMahon $350 Million; Bid To Buy Clippers on
2280,Driverless cars sidestep cyclists
2281,They're Back! Craig Zadan And Neil Meron Will Produce 2015 Oscars Following
2282,Intel's new Core M chips turn PC processors tablet-friendly
2283,US Government Investigates Recent Worker Deaths at Amazon Facilities
2284,"General Motors Recalls Another 7 Million Vehicles, Some Dating Back To 1997"
2285,"Dogs' Smell is Early Detection for Prostate Cancer, Study Finds"
2286,Chappaqua Reacts To 30-Percent Spike In Autism Prevalence
2287,Missing Malaysia plane: Chinese satellite finds object near jet search area
2288,"Happy Hour: New MJ album, SNL's Black Jeopardy, 'Walking Dead' finale, more"
2289,Kim Kardashian Hollywood Video Game Launched on Apple Store and Google
2290,Researchers Find NSA Planted Two Spy Tools through RSA
2291,Selena Gomez's Parents: Vehemently Opposed to Justin Bieber!
2292,"Hewlett-Packard Co, shareholders settle suits over Autonomy deal; agree to"
2293,Guinea confirms Ebola as source of epidemic
2294,China trade surplus rises to US$18.45 billion in April: Customs
2295,"China Mobile annual profit falls 5.9 percent on higher spending, intense"
2296,Sharknado returns to TV Wednesday night with 'Sharknado 2: The Second One'
2297,Stem cell scientist calls for retraction of study
2298,Govt to pay in case of an epidemic
2299,Feds to cut road payments at peak summer driving season
2300,"Hot Dogs, Salami May Raise Men's Heart Failure Risk, Study Suggests Read"
2301,Woman who MADE UP entire bestselling holocaust memoir is forced to pay back
2302,Why women go for double mastectomy even when they don't need it?
2303,Maksim Chmerkovskiy and Meryl Davis: The truth behind their relationship is out
2304,Trace Adkins Getting Divorced After 16 Years Of Marriage
2305,Oakland Tribune editorial: Santa Barbara slayings revive mental health issues
2306,UPDATE 2-Wesfarmers exits insurance with sale of broking unit to US insurer
2307,The 2016 Smart ForTwo Stays Small But Gets Huge Improvements
2308,"Techniques used to grow vaginas, noses and ears in labs may be useful for"
2309,"'Seinfeld' star Wayne Knight is not dead, jokes he needs a death hoax to trend"
2310,TradeTheNews.com US Market Update: Equities Close Out the Week on a
2311,AAA: Mideast violence could mean higher gas prices
2312,Production On Apple's iPhone 6 Rumored To Begin In July
2313,A Balm In Gilead
2314,Report: Toyota to Reach $1 Billion Settlement with Justice Dept.
2315,Kourtney Kardashian shares intimate picture of her growing baby bump
2316,John Hood: FCC should let markets work
2317,Justin Bieber nearly crashes into pedestrian
2318,ACA 'Play or Pay' Decision Guide for Employers (Infographic)
2319,General Motors Recalls Another 1.5M Vehicles for Issues Unrelated to Ignition
2320,The latest on Credit Suisse Is the Pfizer deal about drugs or taxes Happy
2321,"Mars Bar Inc. Studying the Life Saving Benefits of ""Chocolate Pills"""
2322,Did Louis Tomlinson Drop the N-Bomb in Drug Video With Zayn Malik?
2323,Straightening our crooked road
2324,Evansville metro area remains near bottom of well-being survey
2325,"Fargo, Channel 4"
2326,Headbanging blood clot risk
2327,When can I see the lunar eclipse in East Texas?
2328,The Girlfriend Experience Anthology Series Is Coming to Starz
2329,What Is Twitch Video Game Streaming? And Why Google?
2330,Publicis CEO says board backs him after Omnicom deal fails
2331,Camelopardalid meteor shower was a stunning live show
2332,German Market Notably Lower
2333,"Emma Stone steals Venice Fest spotlight with bob, dress"
2334,Meghan McCain might join 'The View'
2335,Comerica Plans Up To $236 Mln Of Stock Buybacks
2336,Google's self-driving car is getting educated on city street driving
2337,"RIP Maya Angelou, 'I Know Why The Caged Bird …"
2338,What 'House of Cards' Says About Corporate Taxes
2339,US home resales improve more than expected in May
2340,Samsung fails to stop S5 phone's early release
2341,"Britain's queen celebrates birthday, makes actress Jolie a 'dame'"
2342,NHTSA probing whether to call Nissan to the carpet over Versa unintended
2343,Barclays to cut 14000 jobs as investment bank shrinks
2344,Chronology of Pilot Flying J truck stop probe
2345,"VIDEO: SNTV - Kanye Called the Shots on ""That Cover"""
2346,Bristol-Myers Says Study of Melanoma Treatment Shows Favorable Comparison
2347,William McGurn
2348,Watch Sam Woolf Sing “You're Still the One” in American Idol 2014 Top 6
2349,Want to hear Vin Diesel speak Russian? Portugese? Check out his “voices” for
2350,'Goonies' Sequel is Happening! -- Director Richard Donner's Bringing Everyone
2351,"Katy Perry Launches Metamorphosis, Her New Joint Venture With Capitol Records"
2352,"Google Glass Adds Limited SMS Support For iPhone, Gets Calendar App"
2353,Captain America spotlights D.C.
2354,"Jolie, McCartney Partner On Maleficent Clothing Line For Kids"
2355,MARK KENNEDY - AP Drama Writer (AP)
2356,Bar Cars Make Last Run on Metro-North
2357,UCLA flood from water line rupture is red flag for LA infrastructure
2358,"Virginia Department of Health Kicks of Summer Food Program for Kids, Free"
2359,Planet 17 Times Heavier Than Earth Found by Kepler Probe
2360,High-Frequency Senate Hearings: Don't expect any policy action yet
2361,"Presidential Daily Brief for April 29, 2014"
2362,MMG identifies risks to Las Bambas schedule
2363,"Wal-Mart (NYSE: WMT) Profits Fall, Blamed on the Brutal Winter"
2364,Is Lindsay Lohan Pulling A Britney? Mean Girls Star Attacks A Car
2365,The Voice: Blind Auditions End and the Real Battles Begin! Who Rises Triumph
2366,Mila Kunis reunites with Ashton Kutcher onscreen for 'Two and a Half Men' guest
2367,Facebook rolls out 'Nearby Friends' GPS feature
2368,Mila Kunis expecting first child with fiance Kutcher?
2369,Reports: Ford CEO Mulally to Retire Earlier
2370,DirecTV Now Making It Harder For Non-Satellite Customers To Get NFL Sunday
2371,Live: Billboard Awards in Las Vegas
2372,"A Mrs. Doubtfire Family Reunion Is So On! Mara Wilson May Be Out, But Another"
2373,"Mrs. Doubtfire Sequel In The Works, Funny Man Robin Williams Back"
2374,"Benzino, 'Love & Hip Hop: Atlanta' star, shot by nephew"
2375,"Novovirus mainly spread by food workers, CDC says"
2376,Paul Walker's mother seeks legal protection for his daughter
2377,Legal Concerns Arise Due to Lack of Evidence Regarding Missing Malaysia
2378,2pac's final words: 'F**k you' to police officer
2379,Supporters push to restore millions for mental health funding
2380,"Darwin's Finches, Threatened by Blood-Sucking Maggots, Get a Helping Hand"
2381,“The Big Bang Theory” Season 8 spoilers: Jim Parsons has no contract yet for
2382,Business update: Visionary or looney? Facebook's Mark Zuckerberg on
2383,Cloudless sky offers perfect view of Ireland from space (PHOTOS)
2384,LOOK: Gallery and review of Day Two of the Wireless Festival in Birmingham
2385,Drew Barrymore and Will Kopelman Welcome Second Daughter
2386,Marvel delivers the summer movie you've been waiting for
2387,Rock Star Christine McVie Returns to Fleetwood Mac at 70
2388,Kevin Sharp fans react to his death
2389,"Crows Are As Smart As A Seven-Year-Old Child, Researchers Find"
2390,Tax day discounts you won't want to miss
2391,Lea Michele's New Boyfriend Matthew Paetz Is A Former Male Escort
2392,Bionic Pancreas Provide A New Ray Of Hope For Type One Diabetes Patients
2393,"US Stock Market Rigged, Says Moneyball Author"
2394,VIRAL VIDEO: Elementary school choir will surely make you 'Happy - WNEM TV 5
2395,Sir Mick Jagger pays tribute to L'Wren Scott during funeral
2396,General Electric posts lower profit on charges from NBC Universal sale
2397,"Here's What The iPhone 6 Might Look Like, According To Various Leaks And"
2398,Live in the Moment; Study Finds Mindfulness Meditation Reduces Stress
2399,Controversy Rocks St. Patrick's Day; Stooges Rocker Dead at 64
2400,Etihad unveils Airbus A380/Boeing 787 luxury 'Residence' innovations
2401,Three Things Tesla Must Deliver For The Model 3 To Succeed
2402,"MacBook Air Gets A Price Drop, Better Battery, New CPU"
2403,Microsoft hastens to fix IE browsers after latest attacks
2404,Ford Mustang Returns to New York to Celebrate 50 Years; 1967 Shelby GT500
2405,Linda Perry & Sara Gilbert Are Married!
2406,BMW to sink $1bn into US production expansion »
2407,Chrysler leads impressive sales gains for Detroit automakers in July
2408,BMW to add 800 jobs at S.C. plant
2409,Planned P3 Shipping Alliance Abandoned -- 5th Update
2410,"Super Smash Bros. Battles in a ""Paper Mario"" Stage on Nintendo 3DS"
2411,GM recalls Camaros for switch issue
2412,"IMF, Downgrading U.S. Growth Outlook, Cautions Investors About Interest Rates"
2413,This Aviaton Near Miss Will Give You The Chills.
2414,Montana State Health Records Compromised In Massive Data Breach
2415,American Apparel fires founder Dov Charney
2416,Security forces on high alert in China's Xinjiang after a series of deadly attacks
2417,The Dow Jumps as Alcoa's Earnings Delight Wall Street
2418,High fees eroding many 401(k)'s
2419,Lady Gaga Gives Proper Goodbye to Roseland Ballroom with Rose Inspired See
2420,Is Your 4th of July at Risk?
2421,"Kroger Eyes Online, Organic Growth With Vitacost Buy"
2422,Google Glass to the NBA. Watch the Flops in First Person
2423,Is This What The New Apple iPhone 6 Will Look Like? (video)
2424,US now loves SUVs & CUVs more than sedans
2425,"Juan Pablo: ""I Like You A Lot"""
2426,Local judge files corruption charges against Argentina Vice-President
2427,Is the Dollar at a Turning Point?
2428,Speaking a second language could prevent later-life cognitive decline
2429,Beyonce And Jay Z Divorce Rumors 2014: 'Resentment' Singer Addresses
2430,Google Fiber Holds Big Potential for GOOG Stock
2431,'The Walking Dead' preview: Is Terminus Really A Sanctuary?
2432,Another little Lachey on the way
2433,"Michael Jackson: Five years after his death, how his influence lives on"
2434,British Airways mix-up lands Granada-bound man in Grenada: lawsuit
2435,"?Test Android L Apps, Wallpapers, and More on Non-Nexus Devices"
2436,Review – Nokia Lumia 630
2437,Lily Allen gets on the Bangerz hot dog and the day's pop culture news - LIVE!
2438,Bruce Springsteen to close out NCAA music festival
2439,NHTSA opens 2 Chrysler investigations for ignition key complaints
2440,"Taco Bell's ads star real-life Ronald McDonald in Bossier City, other cities"
2441,The NSA had an easier time breaking web encryption than previously thought
2442,Weight loss surgery treats type 2 diabetes in obese patients
2443,New Public Service Campaign Uses Humor To Urge Men Over 50 To Check
2444,Bjork - Bjork's Biophilia To Be Adopted Into European Schools' Curriculum
2445,Michael Jackson's hologram to perform at Billboard Music Awards
2446,The vinyl countdown
2447,LGBT Pride Month Begins!
2448,Consumer Reports Helps You Shop for a Safer Hospital
2449,"Anne, Kristen and Brie do drag"
2450,Stocks Hitting 52-Week Highs
2451,Hillary Clinton Books Fox News Interview
2452,Katherine Webb And AJ McCarron Are Engaged And That Ring Is HUGE
2453,Siemens to decide on Alstom offer after meeting with Hollande
2454,Alcatel-Lucent completes 100G upgrade of Apollo undersea cable
2455,NASA probe slams into moon surface
2456,Justin Bieber Is Working On a Song with Chris Brown!
2457,Scotland aims to be smoke-free by 2034 but what about e-cigs?
2458,Sherri Shepherd and Lamar Sally Split; Did He Cheat on Her?
2459,FTC: Snapchat Deceived Message Senders
2460,Hookahs not a safe alternative to cigarettes
2461,Monkeys on Horses With Assault Rifles: The Trailer for Dawn of the Planet of the
2462,Did Nicki Minaj diss Iggy Azalea at BET Awards?
2463,"Beyonce, Jay Z announce first collaborative tour"
2464,US air controllers still challenged for sleep
2465,Kendall Jenner bounces around hotel room to celebrate reaching 10million
2466,Rapper Incited Riot at South By Southwest: Police
2467,Dr Strange: Marvel movie to be directed by Sinister's Scott Derrickson
2468,Comcast earnings up 30% as it adds video subscribers
2469,Japan to 'redesign' whale hunt in Antarctic despite ICJ ruling
2470,UVM Research Helps Predict Teen Binge Drinking
2471,"Valuation fears drag down world equities, Wall Street; bonds gain"
2472,GM Recalls 7.6 Million More Cars Over Ignition Switch Defect
2473,Amaya shares soar on $4.9-billion acquisition of PokerStars owner
2474,2014 Critics' Choice Television Awards — Full List of Nominations!
2475,Stage and Screen Legend Mickey Rooney Dies at 93
2476,Get the Most Popular Beauty World News Stories in a Weekly Newsletter
2477,Dane County slips in health ranking
2478,Covered California announces slight changes in most 2015 premiums
2479,Seth MacFarlane sued over 'Ted' character by production company who claims
2480,"It's Gonna Be a Very Gay Emmy Nomination Morning, But Not Because of These"
2481,"In Isla Vista, red flags came too late"
2482,DOJ to review decades-old music licensing rules
2483,"Photos: Nirvana, Kiss and the E Street Band join rock hall"
2484,AI or A-DNA? US scientists create first living organism with artificial DNA
2485,Sue Townsend dies; writer created angst-ridden teen Adrian Mole
2486,New Dialysis Machines For Newborns
2487,"Mick Jagger, Girlfriend Death Update: Rolling Stones Front Man Met New Love"
2488,The N .Y. Times
2489,"Kiefer Sutherland 'optimistic, scared to death, and nervous' about new '24' season"
2490,"Disney Night on ""Dancing with the Stars"" Is Up Week to Week and Year to Year"
2491,"Barnes & Noble, Google team up for same day delivery"
2492,TV Review: 'Fargo'
2493,Ex-Dictator Sues US Video Game Maker Over Use Of Image
2494,Microsoft Scrambles To Fix Massive IE Security Bug
2495,Today's Jobs Report Is Good News for America
2496,NIH STUDY FINDS EXTREME OBESITY MAY SHORTEN LIFE EXPECTANCY
2497,"Wall Street opens up, S&P set for third straight advance"
2498,James Franco's THE INTERVIEW Causing Backlash in North Korea
2499,Guess Who Is Joining Miley Cyrus on Her 'Bangerz' Tour?
2500,They're Back! Craig Zadan And Neil Meron Will Produce 2015 Oscars Following
2501,Amazon Is Designing Its 7th-Generation Delivery Drone
2502,'Noah' rains money
2503,Are Brad Pitt And Matthew McConaughey Trading True Detective Tips As Well
2504,Saudi announces 3 new MERS...
2505,VIDEO: Surprise! Jodie Foster And Alexandra Hedison Are Married
2506,Scientific Games Acquisition Conference Call At 8:30 AM ET
2507,"Miley Cyrus Gets 'High as F*ck,' Records Beatles Cover With Flaming Lips"
2508,"IBM Bolsters Storage Play, Ups x86 Hardware Portfolio"
2509,McDonald's Fights Taco Bell's Breakfast Menu With Free Coffee
2510,What It's Like to Try to Bake Like Wes Anderson
2511,"Watch: Obama Goes On Ellen, Talks 'Selfie,' Admits 'Not Much Dancing In The"
2512,BlackBerry gets court order banning US sales of iPhone keyboard from Ryan
2513,"Mortgage Home Loan Rates at BB&T Move Higher on March 18, 2014"
2514,Designed to monitor babies but could put them in danger
2515,"Look, no hands: Google unveils plans to build 100 self-driving cars"
2516,Huge Space Telescope Needed to Seek Life on Alien Planets
2517,"AT&T makes offer to acquire DirecTV, values it at $50 bn"
2518,Actor Bill Murray provides single advice while crashing bachelor party
2519,Performer J. Lopez to get “Icon Award” @ “Billboard Awards”
2520,Bill Murray Gives Sage Advice on Finding 'The One'
2521,What the US Supreme Court Ruling Means for Aereo
2522,Jon Hamm admits working on porn movies was 'soul-crushing'
2523,A closer look at the HTC One M8's features: photos
2524,Next stop Texas for an ill Paul McCartney who has cancelled shows in Asia
2525,Angelina Jolie reveals she never thought she'd find love or have children as she
2526,"It's not the NSA that scares Internet experts - it's business, survey says"
2527,Google plans to make more Nexus smartphones
2528,"That's No Moon, It's a Bus-Sized Asteroid. Earth Has Near Miss"
2529,Robin Williams in talks to reprise Scottish nanny 'Mrs. Doubtfire' role
2530,Southwest Airlines names Craig Drew Vice President Flight Operations
2531,Supporters of Critical Mass look to change image of event
2532,Middle East virus makes its way to the US
2533,FDA Says Not To Take A Daily Aspirin If You Haven't Had A Heart Attack
2534,How to Get the Best Mortgage Rates
2535,Pfizer still in hunt
2536,Researchers Told Congress That We Could Find Aliens in Next 20 Years
2537,SpaceX Dragon flight features soft splashdown of Falcon 9 first stage
2538,The new HTC One (M8) is so good it has actually made HTC profitable again
2539,Consumer confidence decreases from 6-year high
2540,Should Spotify Be Scared Of Amazon's New Streaming Service?
2541,Rejoice! The Orange Is The New Black Season 2 Trailer Is Finally Here
2542,Home > Kim Kardashian > Kim Kardashian To Fall Pregnant 'Really Soon'?
2543,February New Home Sales Fall
2544,Doug Camilli: Charlie Sheen whines bright like a diamond
2545,"The First Trailer for Brad Pitt's ""Fury"" Is Here -- How's It Look?"
2546,"Eminem Just Rewrote His Entire Career in One Beautiful, Moving Video"
2547,NCAA president takes stand in O'Bannon trial
2548,Facebook gives more privacy controls to users: Are you happy now?
2549,"Major Gmail overhaul could be in the cards with fresher, cleaner UI"
2550,"US STOCKS-Wall Street to open higher, manufacturing data on tap"
2551,Exclusive Interview: Eric Bana on Deliver Us From Evil
2552,"Sleepless Nights: Smoking Marijuana May Affect Sleep Quality, Possibly"
2553,Chef Sawyer Earns Final Spot in Beard Awards
2554,"Have you read Facebook's Terms of Service? If not, read on"
2555,Gallery: 2014 CFDA Fashion Awards
2556,"Sanofi, Regeneron pay $67.5M for a regulatory shortcut in blockbuster PCSK9"
2557,Samsung Galaxy S5 vs Apple iPhone 5S
2558,Did Zachary Levi Just Get Secretly Married to Missy Peregrym? (PHOTO)
2559,Twitter flies on surprisingly strong numbers
2560,Local consumers sound off on Target saying keep guns away
2561,"LG G Watch in 'Champagne Gold' pictured, will feature always-on display"
2562,GoPro Fetch: A camera harness for man's best friend
2563,"Must See: Man's epic proposal involves 26 countries, four years in making"
2564,Nexus 7 also receives Android 4.4.3 – 3 day old build KTU83 spotted
2565,Watch 'Dancing With The Stars' Season 18 Premiere Live Stream! Plus See Our
2566,"Two Objects Found, Possibly From Missing Malaysia Airlines Plane"
2567,"Amazon's Music Streaming Service Is Finally Ready For ""Prime"" Time"
2568,Union: Kansas' work-related deaths exceed national average
2569,"Target CEO exits on heels of cyber hit, troubled Canadian launch"
2570,"Surface Pro 3 Reviews, Happy Google Employees, Free Amazon Fire TVs [Tech"
2571,Rap Genius Co-Founder Mahbod Moghadam Resigns After Annotating Elliot
2572,Kim Kardashian Look-Alike Claire Leeson Cool Or Crazy? Why $30000 Plastic
2573,Giraffe gives dying zoo worker a tender lick goodbye
2574,Film Review: Whitey: United States of America V. James J. Bulger
2575,Carney's interest rate rise revelation hits FTSE 100
2576,Calif. Adopts New Rules For Testing Self-Driving Autos
2577,Courtney Love obsessed with missing plane
2578,Excessive drinking could lead to memory loss
2579,Car Rental Changing Consumer Preferences
2580,Are statins right for you? Probably so
2581,Country star Glen Campbell reportedly moved to care facility
2582,Juan Pablo Galavis upsets Clare Crawley with sexual comment
2583,Melissa McCarthy can't rescue down-in-the-dumps 'Tammy'
2584,How the iPhone 6 and iPhone phablet compare to current flagships from Apple
2585,Nick Cannon pictures sparks controversy
2586,Country News and Notes April 21.
2587,Miley Cyrus Got A New Tattoo To Honor Late Dog Floyd
2588,ADP National Employment Report: Private Sector Employment Increased by
2589,The Hobbit: The Battle of the Five Armies trailer arrives
2590,WHO fills in blanks on 113 MERS cases in Saudi Arabia
2591,Final Decision Tomorrow On Launch of SpaceX Mission
2592,Familiar faces could soon replace passwords: Software asks you to identify
2593,Google improving Google Translate with Word Lens app acquisition
2594,Miley Cyrus May Be Hospitalized For 27 Days…
2595,"Willow Smith's photo controversy, Lana Del Rey's 'West Coast' video: music notes"
2596,Woman's Crop Top Too 'Intimidating' for Planet Fitness
2597,Mind-controlled kick to set the ball rolling at World Cup
2598,3rd US MERS Case Brings More Questions Than Answers
2599,(LEAD) Samsung Electronics' Q1 net profit tops 7.57 tln won
2600,"Possible suspect in Target data theft, police say"
2601,Anti-vaxx insanity: New study highlights the dangers of science denialism
2602,Can clues to Pluto come from Neptune's icy moon?
2603,Report: Company ignored high level of toxic gases at devastated Turkish mine
2604,Ohio geologists link small earthquakes to hydraulic fracking
2605,Is Target a Safe Investment?
2606,Weaning Microsoft off Windows?
2607,LIVE: Amazon Earnings - Join Us!
2608,Sanofi seeks to sell erection drug Cialis without prescription
2609,"Russia rejects Ukraine gas deal, deadline passes"
2610,WSJ: Google's YouTube Division Close To Acquiring Twitch.tv For More Than $1
2611,"Amy Adams gives first-class airline seat to soldier, sits in coach, passenger says"
2612,California Drought Could Cost Agriculture Industry $1.7 Billion
2613,AstraZeneca shareholders urged not to act on Pfizer's €71bn bid
2614,Jennifer Aniston's Hair For 'Horrible Bosses…
2615,Apple and Google Call Ceasefire in Ongoing Patent Legal War
2616,Northside Offering Free Prostate Cancer Screenings
2617,London's Uber app taxi protests: Here's what you need to know
2618,Semen study: Sperm defects up risk of death in men
2619,"Coachella 2014: Jay Z, Beyonce among key moments of Weekend 1"
2620,Google bombshell didn't affect Apple-Samsung verdict
2621,Stocks lower as traders sell blue chips
2622,Speed Trading in a Rigged Market
2623,Nomis Review of Guardians of the Galaxy **** Contains Spoilers *****
2624,Captain America Meet The Winter Soldier Video Released
2625,"Ghostbusters 3 to shoot in early 2015, new director needed"
2626,Fargo TV review: 'What could have been a disaster is a respectful homage'
2627,Celebrate Mariah Carey's New Album With Her Sexiest Photos From 1990 To Now
2628,"Philips Electronics' share price up, to merge lighting components businesses in"
2629,Kate Winslet Names Son “Bear Blaze”
2630,How to Keep Windows XP When Upgrading Your OS
2631,Gwen Stefani to coach season 7 of NBC's 'The Voice'
2632,Kit Kat Update Approved for Rollout on the Sprint LG G2
2633,Gwen Stefani returns to stage after third child
2634,Children's Mental Health Week in South Carolina
2635,Nas Thanks Robert De Niro at Tribeca Film Festival: 'He Plays Me in the Movies'
2636,"Creighton, Nebraska are hosting NCAA watch parties"
2637,Apple Puts IBM Rivalry to Rest
2638,EPA set to release new power plant emissions standards
2639,Chocolate price hikes could make it 'like champagne'
2640,Facebook wants to let people ask if you're single or not
2641,Government stimulates UK motor manufacturing with driverless car funding
2642,USPSTF suggests Aspirin for Pregnant Women at High Risk of Preeclampsia
2643,TTU professor lead author in White House climate report
2644,Baxter plans to spin off biotech business in 2015
2645,PHOTOS: 100 'Death Runners' Take Over Pamplona
2646,Residential Home Sale Report for February Released
2647,"Chelsea Handler sings goodbye, with a little help from her friends"
2648,Greece readies bond sale as Athens car bomb reminds of upheaval
2649,CBS Chooses Stephen Colbert as David Letterman's Late Show Replacement!
2650,"American Express Earnings, When 6% Customer Spending Gain Is Not Enough"
2651,How will the LG G3 hold up to other flagships?
2652,The Bachelorette News 2014: Andi Dorfman Admits The Cameras 'Go Away' In
2653,Hillshire Brands To Buy Pinnacle Foods For $6.6 Bln - Quick Facts
2654,Unveiling of Borlaug Statue Highlights Fight Over Biotechnology
2655,Around the Web
2656,What Are the Fattest and Thinnest Cities in America?
2657,MERS Virus Outbreak and How It Impacts Wyoming
2658,Taylor Swift obtains three-year restraining order against stalker
2659,Exeter's Prince Harry look-alike to star in American reality show 'I wanna Marry
2660,"Priority Review, sBLA Granted for Cervical Cancer Tx"
2661,County Manager James Martin retires today; helped Cumberland grow
2662,Novel marker discovered for stem cells derived from human umbilical cord blood
2663,Fox attempts to take over Warner Bros/DC!
2664,Scientists show people are more likely to pick mates who have similar DNA
2665,'Future Past' a bang-up summer romp with 'X-Men' crew
2666,MARKET SNAPSHOT: US Stocks: S&P 500 Leaps Over 2000 For Intraday Record
2667,"Samsung launches tablet range with AMOLED display, Galaxy Tab S"
2668,WHO: Poor TB diagnosis raises multidrug resistance
2669,The Gardens Outside the Louvre Are Crawling With Large Rats
2670,Study: Drunk-Driving Deaths Under-Reported
2671,'Arrow' Star Stephen Amell Debuts his Impressive Abs at Comic-Con
2672,Chrysler (Finally) Plugs in With a Minivan
2673,Free Porn Video Search? Google AdWords Doesn't Want Your Filthy Sex Money
2674,Climate Change Blamed for Smaller Salamanders
2675,General Motors Recalling More Than 300000 Vans Over Airbag Concerns
2676,Forex Market: USD/CHF daily forecast
2677,Candace Cameron Bure Asks for Prayer and Votes for 'Dancing with the Stars
2678,28 People Sickened With Mumps At Ohio State University
2679,Google Search now accepts commands to take a photo or a video
2680,Samsung's Galaxy Tab S is a stunner. Too bad the tablet market is cooling off.
2681,Study: Baby Gates Aren't Always Safe
2682,Long-Term Unemployed Face 1 in 10 Odds of Getting Hired Each Year
2683,Tracking services available for all flights
2684,Ex-Islanders owner admits investment fraud
2685,Tupac's last words revealed
2686,Philip Morris Int'l lowers full-year earnings outlook; sees economic difficulties in
2687,Exact Sciences Colon Cancer Test Has FDA Backing
2688,People Magazine's 10 most beautiful women
2689,"Ebola deaths in West Africa surge to 467, WHO reports"
2690,Flappy Bird Rises Again to Herald the Arrival of Apple's New Programming
2691,BOJ Seen Doubling ETF Purchases in Next Round of Easing
2692,Ebola spread raising fears
2693,The many cameos of 'Sharknado 2' made it (almost) watchable
2694,"For McDonald's, Europe is the land of opportunity"
2695,Inside Apple's new iPod touch
2696,Netflix Has Buyer's Remorse Over Its Paid Peering Deal With Comcast
2697,Miley Cyrus - Miley Cyrus To Remain In Hospital And Miss Second Show
2698,Popular cholesterol medication 'may be too risky as heart drug'
2699,SmartThings takes steps toward open Internet of Things with app enhancements
2700,'Avengers' siblings receive a Marvel first look
2701,Third 'Captain America' to open in May 2016
2702,"99.6 percent of Alzheimer's disease drug trials fail, experts find"
2703,Review: 'Heaven is for Real' heartfelt but dull
2704,"Death claims drummer Scott Asheton, influential punk rock pioneer and former"
2705,Michael Jackson: You'll never believe it but it's been FIVE years!
2706,Money Minute: China's Alibaba Files Massive IPO in US
2707,US military grounds F-35 fleet amid probe into runway fire
2708,"Number of Aids deaths increase in Russia, against global trend"
2709,Tourists Review Kanye West And Kim Kardashian's Wedding Party Venue
2710,You Might Actually Like Facebook's New Changes
2711,Gwyneth Paltrow and Chris Martin Hide On Tim McGraw and Faith Hill's Private
2712,Worshippers Mark Easter Morning With Sunrise Service At Guthrie - NewsOn6
2713,"Economy June 16, 13:16"
2714,10% of US beaches fail water quality tests
2715,Apple Brings Back 4th-Gen iPad To Replace iPad2
2716,The Voice: Ready to Rumble... Again
2717,New 'True Blood' Season 7 Episode Preview: Stephen Moyer Bill Compton
2718,Chicago selected for George Lucas' 'storytelling' museum
2719,HP plans up to another 16000 job cuts despite profit growth
2720,Apple and the China Mobile 'Concern'
